"postId","title","description","location","salary","experience","typeOfWork","companyId","companyName","cityName","industryNames","createDate","expireDate","logo"
"145b631d-154c-11f0-b0af-0a0027000011","Chuyên gia Sáng tạo Nội dung Tiếp thị","Soạn thảo nội dung độc đáo và hấp dẫn cho các chiến dịch trên mạng xã hội. Hợp tác với đội thiết kế để tạo ra bài viết và hình ảnh thu hút khách hàng. Phân tích hiệu quả nội dung, sử dụng dữ liệu để cải thiện tương tác. Lập kế hoạch nội dung dài hạn, phù hợp với mục tiêu thương hiệu. Cam kết xây dựng nội dung chất lượng, nâng cao nhận diện thương hiệu.","Tầng 5 Toà nhà A Vườn Ươm Doanh Nghiệp Lô D.01 Đường Tân Thuận Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh","18000000","1 năm","Toàn thời gian","6ad85171-33bb-4c82-88ad-fa5cec57b203","CÔNG TY CỔ PHẦN CÔNG NGHỆ SEN ĐỎ","Thành phố Hồ Chí Minh","Kinh doanh | Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743993169/1695399874662-sendo-app-01_jbpa4s.png"
"145b6f75-154c-11f0-b0af-0a0027000011","Chuyên gia Chiến lược Thương hiệu","Xây dựng và triển khai chiến lược truyền thông dài hạn để nâng cao giá trị thương hiệu. Quản lý hình ảnh thương hiệu trên các kênh trực tuyến và ngoại tuyến. Phối hợp với đối tác truyền thông để đảm bảo thông điệp nhất quán. Phân tích phản hồi thị trường, đề xuất các cải tiến chiến lược. Cam kết củng cố vị thế thương hiệu, tạo dựng lòng tin với khách hàng.","Tầng 5 Toà nhà A Vườn Ươm Doanh Nghiệp Lô D.01 Đường Tân Thuận Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh","25000000","2 năm","Toàn thời gian","6ad85171-33bb-4c82-88ad-fa5cec57b203","CÔNG TY CỔ PHẦN CÔNG NGHỆ SEN ĐỎ","Thành phố Hồ Chí Minh","Kinh doanh | Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743993169/1695399874662-sendo-app-01_jbpa4s.png"
"145b728f-154c-11f0-b0af-0a0027000011","Chuyên viên Tối ưu hóa Công cụ Tìm kiếm","Tối ưu hóa website để cải thiện thứ hạng trên Google và các công cụ tìm kiếm. Nghiên cứu từ khóa chuyên sâu, phân tích chiến lược của đối thủ cạnh tranh. Lập báo cáo hiệu suất SEO định kỳ, đưa ra giải pháp cải thiện lưu lượng truy cập. Theo dõi xu hướng SEO mới để áp dụng các kỹ thuật tiên tiến. Cam kết tăng cường hiện diện trực tuyến, thu hút khách hàng tiềm năng.","Tầng 5 Toà nhà A Vườn Ươm Doanh Nghiệp Lô D.01 Đường Tân Thuận Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh","16000000","1 năm","Toàn thời gian","6ad85171-33bb-4c82-88ad-fa5cec57b203","CÔNG TY CỔ PHẦN CÔNG NGHỆ SEN ĐỎ","Thành phố Hồ Chí Minh","Kinh doanh | Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743993169/1695399874662-sendo-app-01_jbpa4s.png"
"145b76b3-154c-11f0-b0af-0a0027000011","Chuyên gia Tiếp thị Google Ads","Thiết lập và tối ưu hóa các chiến dịch quảng cáo Google Ads để đạt hiệu quả tối đa. Quản lý ngân sách quảng cáo, đảm bảo chi phí hiệu quả và ROI cao. Phân tích dữ liệu chiến dịch, đề xuất các điều chỉnh chiến lược kịp thời. Theo dõi xu hướng quảng cáo số để áp dụng các phương pháp mới. Cam kết tăng cường lưu lượng truy cập và doanh thu thông qua quảng cáo trực tuyến.","Tầng 5 Toà nhà A Vườn Ươm Doanh Nghiệp Lô D.01 Đường Tân Thuận Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh","20000000","1 năm","Toàn thời gian","6ad85171-33bb-4c82-88ad-fa5cec57b203","CÔNG TY CỔ PHẦN CÔNG NGHỆ SEN ĐỎ","Thành phố Hồ Chí Minh","Kinh doanh | Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743993169/1695399874662-sendo-app-01_jbpa4s.png"
"145b7919-154c-11f0-b0af-0a0027000011","Chuyên viên Quan hệ Công chúng Sự kiện","Lập kế hoạch truyền thông chi tiết để quảng bá các sự kiện quy mô lớn. Phối hợp với báo chí và KOLs để tăng cường độ phủ sóng của sự kiện. Quản lý hậu cần truyền thông, đảm bảo sự kiện diễn ra suôn sẻ và chuyên nghiệp. Đánh giá hiệu quả truyền thông sau sự kiện, đề xuất cải tiến. Cam kết mang lại trải nghiệm sự kiện ấn tượng, nâng cao nhận diện thương hiệu.","128 Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh","22000000","2 năm","Toàn thời gian","9eec5840-3001-4ece-a2cc-a74547e8c6f4","CÔNG TY CỔ PHẦN THẾ GIỚI DI ĐỘNG","Thành phố Hồ Chí Minh","Marketing/Truyền thông | Thương mại điện tử","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743993004/the-gioi-di-dong-logo_fx4kkp.png"
"145b7cb1-154c-11f0-b0af-0a0027000011","Chuyên gia Sản xuất Video Tiếp thị","Sáng tạo và sản xuất các video quảng cáo thu hút cho TikTok và YouTube. Lên ý tưởng kịch bản độc đáo, phù hợp với xu hướng và đối tượng mục tiêu. Thực hiện chỉnh sửa video cơ bản để đảm bảo chất lượng hình ảnh và âm thanh. Phân tích hiệu quả video, đề xuất các điều chỉnh để tăng tương tác. Cam kết mang lại nội dung video sáng tạo, thúc đẩy nhận diện thương hiệu.","128 Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh","19000000","1 năm","Toàn thời gian","9eec5840-3001-4ece-a2cc-a74547e8c6f4","CÔNG TY CỔ PHẦN THẾ GIỚI DI ĐỘNG","Thành phố Hồ Chí Minh","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743993004/the-gioi-di-dong-logo_fx4kkp.png"
"145b7e8d-154c-11f0-b0af-0a0027000011","Chuyên gia Tiếp thị Kỹ thuật số","Triển khai các chiến dịch tiếp thị trên các nền tảng như Facebook và Instagram. Phân tích dữ liệu hiệu suất để tối ưu hóa chiến lược và tăng tương tác. Lập kế hoạch nội dung số phù hợp với mục tiêu thương hiệu và thị trường. Theo dõi xu hướng tiếp thị số để áp dụng các công cụ và kỹ thuật mới. Cam kết nâng cao hiệu quả chiến dịch, thu hút khách hàng tiềm năng.","128 Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh","20000000","1 năm","Toàn thời gian","9eec5840-3001-4ece-a2cc-a74547e8c6f4","CÔNG TY CỔ PHẦN THẾ GIỚI DI ĐỘNG","Thành phố Hồ Chí Minh","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743993004/the-gioi-di-dong-logo_fx4kkp.png"
"145b8055-154c-11f0-b0af-0a0027000011","Chuyên viên Quản lý Mạng Xã hội","Quản lý và cập nhật nội dung trên các fanpage, đảm bảo đăng bài đúng lịch trình. Tương tác tích cực với khách hàng qua bình luận và tin nhắn để xây dựng cộng đồng. Phân tích hiệu quả bài đăng, đề xuất các điều chỉnh để tăng tương tác. Lập báo cáo tương tác định kỳ, cung cấp dữ liệu cho chiến lược tiếp thị. Cam kết duy trì sự hiện diện mạnh mẽ trên mạng xã hội, thu hút người theo dõi.","128 Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh","15000000","6 tháng","Toàn thời gian","9eec5840-3001-4ece-a2cc-a74547e8c6f4","CÔNG TY CỔ PHẦN THẾ GIỚI DI ĐỘNG","Thành phố Hồ Chí Minh","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743993004/the-gioi-di-dong-logo_fx4kkp.png"
"145b8237-154c-11f0-b0af-0a0027000011","Chuyên gia Quan hệ Truyền thông","Soạn thảo và phân phối thông cáo báo chí để quảng bá hình ảnh thương hiệu. Xây dựng và duy trì mối quan hệ bền vững với các cơ quan báo chí và truyền thông. Theo dõi tin tức liên quan đến thương hiệu, đảm bảo thông tin chính xác. Lập báo cáo truyền thông chi tiết, đề xuất các cải tiến chiến lược. Cam kết nâng cao độ phủ sóng thương hiệu trên các kênh truyền thông.","Số 1 đường 4 KTT F361 ngõ 32 Phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội","23000000","2 năm","Toàn thời gian","46af5da7-cc10-444e-8cc5-74389036d549","CÔNG TY CỔ PHẦN ẨM THỰC MẶT TRỜI VÀNG","Hà Nội","Marketing/Truyền thông | Nhà hàng/Khách sạn","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743996136/images_5_fgvgf9.png"
"145b8420-154c-11f0-b0af-0a0027000011","Chuyên viên Thiết kế Nội dung Quảng cáo","Thiết kế các banner, poster ấn tượng cho các chiến dịch tiếp thị trực tuyến và ngoại tuyến. Hỗ trợ chỉnh sửa hình ảnh sản phẩm để đảm bảo tính thẩm mỹ và nhất quán. Phối hợp với đội nội dung để tạo ra các thiết kế phù hợp với thông điệp thương hiệu. Theo dõi phản hồi từ khách hàng để cải thiện chất lượng thiết kế. Cam kết mang lại các sản phẩm thiết kế sáng tạo, thu hút sự chú ý.","Số 1 đường 4 KTT F361 ngõ 32 Phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội","17000000","1 năm","Toàn thời gian","46af5da7-cc10-444e-8cc5-74389036d549","CÔNG TY CỔ PHẦN ẨM THỰC MẶT TRỜI VÀNG","Hà Nội","Marketing/Truyền thông | Nhà hàng/Khách sạn","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743996136/images_5_fgvgf9.png"
"145b8687-154c-11f0-b0af-0a0027000011","Chuyên gia Tiếp thị qua Email","Thiết kế và triển khai các chiến dịch email quảng cáo để thu hút khách hàng. Phân tích tỷ lệ mở và nhấp chuột, tối ưu hóa nội dung để tăng hiệu quả. Xây dựng và quản lý danh sách khách hàng, đảm bảo dữ liệu chính xác. Theo dõi xu hướng email marketing để áp dụng các kỹ thuật mới. Cam kết nâng cao tương tác khách hàng, thúc đẩy doanh số qua kênh email.","Số 1 đường 4 KTT F361 ngõ 32 Phố An Dương, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội","18000000","1 năm","Toàn thời gian","46af5da7-cc10-444e-8cc5-74389036d549","CÔNG TY CỔ PHẦN ẨM THỰC MẶT TRỜI VÀNG","Hà Nội","Marketing/Truyền thông | Nhà hàng/Khách sạn","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743996136/images_5_fgvgf9.png"
"145b8919-154c-11f0-b0af-0a0027000011","IT Fullstack Mid/Senior","Phát triển và duy trì các ứng dụng fullstack (Node.js/TypeScript + Golang + các framework frontend hiện đại như React) - Tích hợp các tính năng blockchain Solana (ví, hợp đồng thông minh, giao dịch) - Xây dựng API, dịch vụ và UI với các phương pháp hay nhất - Hợp tác trong môi trường nhanh nhẹn - Viết mã sạch, có thể kiểm tra và được ghi chép đầy đủ","Saigon Hitech Park, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh","28000000","3 năm","Toàn thời gian","f24d0f68-3963-4f81-846a-e5b51fe7a5c1","FPT Software","Thành phố Hồ Chí Minh","IT phần mềm","2025-04-01T08:00","2025-11-15T00:00","http://res.cloudinary.com/ddqygrb0g/image/upload/v1732694610/fptpng_m0jfdu.png"
"145b8af0-154c-11f0-b0af-0a0027000011","Chuyên gia Phân tích Hiệu suất Tiếp thị","Thu thập và phân tích dữ liệu từ các chiến dịch tiếp thị để đưa ra insight giá trị. Xây dựng báo cáo hiệu suất định kỳ, hỗ trợ ra quyết định chiến lược. Sử dụng các công cụ phân tích như Google Analytics để theo dõi KPI. Đề xuất các cải tiến dựa trên xu hướng dữ liệu và hành vi khách hàng. Cam kết nâng cao hiệu quả tiếp thị, tối ưu hóa chiến lược dài hạn.","Saigon Hitech Park, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh","22000000","2 năm","Toàn thời gian","f24d0f68-3963-4f81-846a-e5b51fe7a5c1","FPT Software","Thành phố Hồ Chí Minh","IT phần mềm","2025-04-01T08:00","2025-11-15T00:00","http://res.cloudinary.com/ddqygrb0g/image/upload/v1732694610/fptpng_m0jfdu.png"
"145b8cb0-154c-11f0-b0af-0a0027000011","Chuyên viên Tiếp thị Thương mại","Hỗ trợ triển khai các chương trình khuyến mãi tại điểm bán lẻ để tăng doanh số. Phối hợp với các nhà phân phối để đảm bảo sản phẩm được trưng bày nổi bật. Theo dõi hiệu quả chương trình, phân tích dữ liệu để đề xuất cải tiến. Lập báo cáo chi tiết về hoạt động trade marketing, cung cấp insight thị trường. Cam kết thúc đẩy doanh thu và nhận diện thương hiệu tại kênh bán lẻ.","Saigon Hitech Park, Phường Tây Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh","17000000","1 năm","Toàn thời gian","f24d0f68-3963-4f81-846a-e5b51fe7a5c1","FPT Software","Thành phố Hồ Chí Minh","IT phần mềm","2025-04-01T08:00","2025-11-15T00:00","http://res.cloudinary.com/ddqygrb0g/image/upload/v1732694610/fptpng_m0jfdu.png"
"145b8f5d-154c-11f0-b0af-0a0027000011","Chuyên gia Hợp tác Influencer","Tìm kiếm và quản lý các KOLs phù hợp với chiến lược thương hiệu. Triển khai các chiến dịch influencer, đảm bảo thông điệp nhất quán và hiệu quả. Đo lường hiệu quả hợp tác, phân tích tương tác và phạm vi tiếp cận. Xây dựng mối quan hệ lâu dài với KOLs để tối ưu hóa chiến dịch. Cam kết nâng cao nhận diện thương hiệu thông qua các kênh influencer.","Khu Kinh tế Đình Vũ - Cát Hải đảo Cát Hải, Thị trấn Cát Hải, Huyện Cát Hải, Thành phố Hải Phòng","20000000","1 năm","Toàn thời gian","86831e22-2ad7-45a6-a35b-b6685debae92","CÔNG TY CỔ PHẦN SẢN XUẤT VÀ KINH DOANH VINFAST","Hải Phòng","Công nghệ ô tô | Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743994917/logo-vinfast-inkythuatso-21-11-22-46_ehklgb.jpg"
"145b914e-154c-11f0-b0af-0a0027000011","Chuyên viên Gắn kết Nội bộ","Soạn thảo nội dung truyền thông nội bộ để thông báo và gắn kết nhân viên. Tổ chức các hoạt động nội bộ như sự kiện, team-building để tăng cường văn hóa doanh nghiệp. Quản lý các kênh nội bộ như email, bảng tin để đảm bảo thông tin rõ ràng. Thu thập phản hồi từ nhân viên, đề xuất cải tiến chiến lược truyền thông. Cam kết xây dựng môi trường làm việc tích cực, thúc đẩy tinh thần đội ngũ.","Khu Kinh tế Đình Vũ - Cát Hải đảo Cát Hải, Thị trấn Cát Hải, Huyện Cát Hải, Thành phố Hải Phòng","16000000","1 năm","Toàn thời gian","86831e22-2ad7-45a6-a35b-b6685debae92","CÔNG TY CỔ PHẦN SẢN XUẤT VÀ KINH DOANH VINFAST","Hải Phòng","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743994917/logo-vinfast-inkythuatso-21-11-22-46_ehklgb.jpg"
"145b930a-154c-11f0-b0af-0a0027000011","Chuyên gia Ý tưởng Quảng cáo","Lên ý tưởng sáng tạo cho các chiến dịch quảng cáo trên nhiều nền tảng. Phối hợp với đội sản xuất nội dung để hiện thực hóa các ý tưởng độc đáo. Tham gia pitching với khách hàng, trình bày các khái niệm quảng cáo ấn tượng. Theo dõi phản hồi thị trường để điều chỉnh chiến lược sáng tạo. Cam kết mang lại các chiến dịch quảng cáo đột phá, thu hút sự chú ý.","Khu Kinh tế Đình Vũ - Cát Hải đảo Cát Hải, Thị trấn Cát Hải, Huyện Cát Hải, Thành phố Hải Phòng","23000000","2 năm","Toàn thời gian","86831e22-2ad7-45a6-a35b-b6685debae92","CÔNG TY CỔ PHẦN SẢN XUẤT VÀ KINH DOANH VINFAST","Hải Phòng","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743994917/logo-vinfast-inkythuatso-21-11-22-46_ehklgb.jpg"
"145b94d5-154c-11f0-b0af-0a0027000011","Chuyên viên Tương tác Fanpage","Quản lý và đăng bài trên fanpage, đảm bảo nội dung hấp dẫn và đúng lịch trình. Trả lời bình luận và tin nhắn, xây dựng mối quan hệ tích cực với khách hàng. Phân tích dữ liệu tương tác để tối ưu hóa chiến lược nội dung. Lập báo cáo hiệu quả fanpage, cung cấp insight cho đội marketing. Cam kết tăng cường tương tác, xây dựng cộng đồng trực tuyến mạnh mẽ.","Tầng 8 Tòa nhà Lotte Centre 54 , Phường Liễu Giai, Quận Ba Đình, Thành phố Hà Nội","14000000","6 tháng","Toàn thời gian","b6a4ca02-0809-4994-9f28-39b8573754b9","CÔNG TY Ô TÔ TOYOTA VIỆT NAM","Hà Nội","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743994660/images_3_wiu9ef.png"
"145b96c8-154c-11f0-b0af-0a0027000011","Chuyên gia Tiếp thị Kênh TikTok","Quản lý và phát triển nội dung sáng tạo trên kênh TikTok để thu hút người xem. Phân tích xu hướng video để tạo ra nội dung phù hợp và bắt trend. Tối ưu hóa bài đăng để tăng tương tác và phạm vi tiếp cận tự nhiên. Lập báo cáo hiệu suất kênh, đề xuất các chiến lược cải tiến. Cam kết xây dựng thương hiệu mạnh mẽ trên TikTok, thu hút thế hệ trẻ.","Tầng 8 Tòa nhà Lotte Centre 54 , Phường Liễu Giai, Quận Ba Đình, Thành phố Hà Nội","19000000","1 năm","Toàn thời gian","b6a4ca02-0809-4994-9f28-39b8573754b9","CÔNG TY Ô TÔ TOYOTA VIỆT NAM","Hà Nội","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743994660/images_3_wiu9ef.png"
"145b987d-154c-11f0-b0af-0a0027000011","Nhiếp ảnh gia Tiếp thị Sản phẩm","Chụp ảnh sản phẩm chuyên nghiệp cho các chiến dịch quảng cáo và thương mại điện tử. Thực hiện chỉnh sửa ảnh cơ bản để đảm bảo chất lượng hình ảnh cao. Phối hợp với đội marketing để tạo ra hình ảnh phù hợp với thông điệp thương hiệu. Quản lý kho ảnh, đảm bảo tài liệu hình ảnh được lưu trữ khoa học. Cam kết mang lại hình ảnh sản phẩm ấn tượng, thu hút khách hàng.","Tầng 8 Tòa nhà Lotte Centre 54 , Phường Liễu Giai, Quận Ba Đình, Thành phố Hà Nội","17000000","1 năm","Toàn thời gian","b6a4ca02-0809-4994-9f28-39b8573754b9","CÔNG TY Ô TÔ TOYOTA VIỆT NAM","Hà Nội","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743994660/images_3_wiu9ef.png"
"145b9b84-154c-11f0-b0af-0a0027000011","Chuyên gia Kích hoạt Thương hiệu","Tổ chức các hoạt động kích hoạt thương hiệu tại sự kiện và điểm bán hàng. Phối hợp với nhà cung cấp để đảm bảo hậu cần và chất lượng chương trình. Đo lường hiệu quả hoạt động, phân tích dữ liệu để đề xuất cải tiến. Lập báo cáo chi tiết, cung cấp insight cho chiến lược thương hiệu. Cam kết tăng cường nhận diện thương hiệu, tạo ấn tượng sâu sắc với khách hàng.","Tầng 8 Tòa nhà Lotte Centre 54 , Phường Liễu Giai, Quận Ba Đình, Thành phố Hà Nội","22000000","2 năm","Toàn thời gian","b6a4ca02-0809-4994-9f28-39b8573754b9","CÔNG TY Ô TÔ TOYOTA VIỆT NAM","Hà Nội","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743994660/images_3_wiu9ef.png"
"145b9e5d-154c-11f0-b0af-0a0027000011","Chuyên viên Sáng tác Blog","Viết các bài blog hấp dẫn liên quan đến sản phẩm, dịch vụ và ngành nghề. Tối ưu hóa nội dung blog để hỗ trợ SEO và tăng thứ hạng tìm kiếm. Phối hợp với đội content để đảm bảo thông điệp nhất quán với thương hiệu. Phân tích hiệu quả bài viết, đề xuất các chủ đề mới để thu hút độc giả. Cam kết mang lại nội dung giá trị, xây dựng lòng tin với khách hàng.","23 P.Phan Chu Trinh, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Thành phố Hà Nội","16000000","1 năm","Toàn thời gian","6b320101-afa4-49cf-9068-533438c180e1","CÔNG TY TNHH FORD VIỆT NAM","Hà Nội","Công nghệ ô tô | Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743995148/images_4_c64r0z.png"
"145ba05e-154c-11f0-b0af-0a0027000011","Chuyên gia Quảng bá Sự kiện","Quảng bá sự kiện qua các kênh truyền thông trực tuyến và ngoại tuyến để thu hút người tham gia. Phối hợp với báo chí và KOLs để tăng cường độ phủ sóng của sự kiện. Quản lý nội dung truyền thông, đảm bảo thông điệp rõ ràng và hấp dẫn. Đo lường hiệu quả truyền thông, đề xuất các cải tiến chiến lược. Cam kết mang lại sự kiện thành công, nâng cao nhận diện thương hiệu.","23 P.Phan Chu Trinh, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Thành phố Hà Nội","21000000","2 năm","Toàn thời gian","6b320101-afa4-49cf-9068-533438c180e1","CÔNG TY TNHH FORD VIỆT NAM","Hà Nội","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743995148/images_4_c64r0z.png"
"145bae23-154c-11f0-b0af-0a0027000011","Chuyên viên Tiếp thị Zalo Ads","Thiết lập và tối ưu hóa các chiến dịch quảng cáo trên nền tảng Zalo để đạt hiệu quả cao. Theo dõi ngân sách và hiệu suất chiến dịch, đảm bảo chi phí hiệu quả. Phân tích dữ liệu quảng cáo, đề xuất các điều chỉnh chiến lược kịp thời. Lập báo cáo hàng tuần, cung cấp insight cho đội marketing. Cam kết tăng cường tương tác và doanh thu thông qua kênh Zalo.","23 P.Phan Chu Trinh, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Thành phố Hà Nội","18000000","1 năm","Toàn thời gian","6b320101-afa4-49cf-9068-533438c180e1","CÔNG TY TNHH FORD VIỆT NAM","Hà Nội","Marketing/Truyền thông","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743995148/images_4_c64r0z.png"
"145bb216-154c-11f0-b0af-0a0027000011","Chuyên gia Lập kế hoạch Kỹ thuật số","Xây dựng kế hoạch truyền thông số chi tiết, phù hợp với mục tiêu thương hiệu. Phân tích xu hướng thị trường để đề xuất các chiến lược tiếp thị hiệu quả. Hỗ trợ pitching với khách hàng, trình bày các kế hoạch sáng tạo và khả thi. Theo dõi hiệu quả chiến dịch, điều chỉnh kế hoạch dựa trên dữ liệu thực tế. Cam kết mang lại các chiến lược số đột phá, tối ưu hóa kết quả kinh doanh.","77 Trần Nhân Tôn, Phường 9, Quận 5, Thành phố Hồ Chí Minh","25000000","2 năm","Toàn thời gian","ad49619e-3736-43f1-a37d-f315209d0fa3","CÔNG TY CỔ PHẦN THƯƠNG MẠI QSR VIỆT NAM","Thành phố Hồ Chí Minh","Marketing/Truyền thông | Nhà hàng/Khách sạn","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743996544/intership_cjamxe.png"
"145bb3de-154c-11f0-b0af-0a0027000011","Chuyên viên Sản xuất và Chỉnh sửa Video","Quay và chỉnh sửa các video quảng cáo chuyên nghiệp cho chiến dịch tiếp thị. Lên ý tưởng nội dung video sáng tạo, phù hợp với thông điệp thương hiệu. Phối hợp với đội marketing để đảm bảo chất lượng hình ảnh và âm thanh. Phân tích hiệu quả video, đề xuất các cải tiến để tăng tương tác. Cam kết mang lại các video ấn tượng, thu hút khán giả mục tiêu.","77 Trần Nhân Tôn, Phường 9, Quận 5, Thành phố Hồ Chí Minh","19000000","1 năm","Toàn thời gian","ad49619e-3736-43f1-a37d-f315209d0fa3","CÔNG TY CỔ PHẦN THƯƠNG MẠI QSR VIỆT NAM","Thành phố Hồ Chí Minh","Marketing/Truyền thông | Nhà hàng/Khách sạn","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743996544/intership_cjamxe.png"
"145bb57b-154c-11f0-b0af-0a0027000011","Chuyên gia Phát triển Truyền thông Doanh nghiệp","Sáng tạo nội dung truyền thông để nâng cao hình ảnh và giá trị công ty. Phối hợp với đối tác truyền thông để đảm bảo thông điệp nhất quán và hiệu quả. Quản lý và xử lý khủng hoảng truyền thông nhanh chóng, giảm thiểu rủi ro. Phân tích phản hồi từ thị trường để cải thiện chiến lược truyền thông. Cam kết xây dựng danh tiếng doanh nghiệp vững mạnh trên các kênh.","77 Trần Nhân Tôn, Phường 9, Quận 5, Thành phố Hồ Chí Minh","27000000","3 năm","Toàn thời gian","ad49619e-3736-43f1-a37d-f315209d0fa3","CÔNG TY CỔ PHẦN THƯƠNG MẠI QSR VIỆT NAM","Thành phố Hồ Chí Minh","Marketing/Truyền thông | Nhà hàng/Khách sạn","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743996544/intership_cjamxe.png"
"145bb743-154c-11f0-b0af-0a0027000011","Điều phối viên Sự kiện Offline","Hỗ trợ tổ chức và quản lý các sự kiện offline, đảm bảo quy trình diễn ra suôn sẻ. Chuẩn bị tài liệu, hậu cần và giám sát logistics trước và trong sự kiện. Theo dõi tiến độ tổ chức, phối hợp với các bộ phận để hoàn thành đúng kế hoạch. Lập báo cáo sau sự kiện, đề xuất cải tiến cho các chương trình tương lai. Cam kết mang lại trải nghiệm sự kiện chuyên nghiệp, để lại ấn tượng tốt.","77 Trần Nhân Tôn, Phường 9, Quận 5, Thành phố Hồ Chí Minh","15000000","1 năm","Toàn thời gian","ad49619e-3736-43f1-a37d-f315209d0fa3","CÔNG TY CỔ PHẦN THƯƠNG MẠI QSR VIỆT NAM","Thành phố Hồ Chí Minh","Marketing/Truyền thông | Nhà hàng/Khách sạn","2025-04-01T08:00","2025-11-15T00:00","https://res.cloudinary.com/ddqygrb0g/image/upload/v1743996544/intership_cjamxe.png"
